Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,DJI,HSI,IXIC,SSEC,S&P,RUT,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,Name,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
2013-06-25,8989.259766,-0.2054414554,0.0109356749,-0.0140289346,0.002508936,-0.0280616769,-4.3658114427,-2.8763574608,-3.5495436652,-5.3180100367,9124.0020961,9213.02440577,9237.13640338,8821.72536278,0.03,0.06,0.11,1.49,2.6,0.0018933417,-0.006022926,4.46,5.48,-0.001973154,0.006315992,0.0016288817,3.25993056347E-05,0.0002235604,0.0054691663,0.0078500218,0.0087459755,0.0227809121,-0.0014828884,0.0125628144,0.0071202303,0.0150711243,0.012074738,0.0154501631,0.0068726485,0.0021066052,0.0081697813,-0.0018983606,0.0094972718,0.0107355261,2.57,2.54,2.49,0.03,0.08,1.02,2.88,5.37,5.42,5.45,0,0.0238095238,0.0067567568,NYA,0.13,0.1,1.5,1.49,0.15,1.4,0.7,-0.26,1.06,-0.16,2.41,0.21,0.5,-2.46,-0.54,-0.13,0.17,1.01,0.97,0.55,0.21,0.19,-0.38,-0.36,-0.35
2013-06-26,9067.269531,-0.0539273683,0.0086781078,0.0109356749,-0.0140289346,0.002508936,-2.0358337028,-1.329355152,-1.2108918986,-3.7699238118,9113.68708426,9199.14298912,9230.4749574,8824.16858833,0.02,0.06,0.11,1.45,2.55,0.0023097113,-0.0334245504,4.43,5.44,-0.0059000303,-0.003841238,-0.0045458436,0.0107574202,-0.011325525,0.0201404354,0.00605794,0.0192149975,0.0080644774,0.0201960214,0.0178660302,0.0077432611,0.0208832133,0.0104229992,0.0166029255,0.0101508764,0.0243169253,0.0084620698,-0.0040893233,0.0095904868,0.0026735815,2.53,2.49,2.44,0.04,0.09,1.01,2.89,5.33,5.38,5.42,0,-0.0930232558,-0.0268456376,NYA,0.17,0.4,1.96,-0.98,0.19,1.64,0.91,-0.56,1.21,-3.55,1.75,-0.83,0.87,1.65,-1.24,0.65,-4.81,0.26,0.89,0.52,0.52,0.48,-1.24,-5.45,-3.99
2013-06-27,9143.549805,-0.0544635982,0.0084127061,0.0086781078,0.0109356749,-0.0140289346,1.6405132796,-2.012783864,-1.2626846349,-3.3456483478,9119.11666985,9193.84840016,9227.0661279,8827.34651089,0.02,0.06,0.11,1.38,2.49,0.0160259767,-0.0028311426,4.38,5.41,-0.0044101786,0.0072210394,0.0010222311,0.0045909729,-0.0107770143,-7.21223456971E-05,0.0030107527,-0.0032187494,0.0123809905,0.0078602916,0.0131643345,0.0026725834,0.0097019628,0.0126348069,0.0062661916,0.0076693169,0.0049919632,0.0075943322,-0.0007599466,0.0061998309,0.0166937797,2.47,2.43,2.38,0.04,0.09,1.03,2.92,5.3,5.35,5.39,0,-0.0769230769,-0.0482758621,NYA,-0.02,1.14,0.99,0.39,1.62,0.79,0.76,0.19,1.37,-1.48,1.08,3.21,0.57,-3.37,3.83,0.04,-0.29,1.75,0.69,0.23,-0.1,-0.1,-0.55,-0.32,-2.09
2013-06-28,9112.69043,0.4793077211,-0.0033749885,0.0084127061,0.0086781078,0.0109356749,1.0439648834,-1.6300199272,-2.594431692,-2.0379876155,9117.9482626,9186.11906967,9222.58080641,8830.18575386,0.02,0.04,0.1,1.41,2.52,-0.0065979381,-0.0330561752,4.32,5.35,,,,,0.0069836459,0.0005044641,-0.0055745712,-0.009802768,-0.0067733017,-0.0023107453,-0.0069778872,0.0034428809,-0.0061878931,-0.0044687033,-0.0039457854,-0.0076468901,0.0177694502,0.0004085685,0.0149712374,-0.0042895625,-0.0024900023,2.5,2.48,2.42,0.02,0.08,1.03,2.83,5.25,5.31,5.33,-0.0909090909,0,0.0217391304,NYA,-1.48,-0.64,-0.64,-0.1,-0.5,-0.46,-0.75,-0.21,-0.61,1.02,0.34,1,0.06,-0.47,3.09,-0.67,4.95,-0.18,-0.45,-0.06,0.28,0.29,-2.38,6.27,2.79
2013-07-01,9167.879883,-0.3762162988,0.0060563292,-0.0033749885,0.0084127061,0.0086781078,3.1023363257,-1.8206444005,-2.0316319406,-2.0220003828,9127.02673904,9184.38200427,9220.43567216,8833.54589445,0.01,0.04,0.09,1.39,2.5,0.0163968452,0.0425755034,4.3,5.33,,,,,0.0320025843,0.0158810327,0.0064682619,0.0089680409,-0.0056828754,-0.005211349,0.0021807851,-0.0005533481,0.0076412828,0.0148499405,0.0031032823,0.0043837765,,0.0091794579,0.0081021822,0.0054037477,0.0126448083,2.49,2.46,2.41,0.03,0.08,1.03,2.83,5.24,5.29,5.32,-0.1,-0.0555555556,-0.0141843972,NYA,1.11,0.82,0.78,3.44,1.48,0.19,0.39,0.42,1.45,2.62,,0.12,0.54,0.34,1.39,1.02,-1.62,1.19,0.47,0.06,-0.16,-0.11,-0.04,-0.25,1.54
2013-07-02,9144.719727,0.0684255111,-0.0025262281,0.0060563292,-0.0033749885,0.0084127061,1.7293966917,-2.7119169496,-1.1967043999,-1.8815326642,9130.24364594,9180.60464453,9217.46641941,8836.64215149,0.02,0.03,0.08,1.38,2.48,0.0174596692,0.0078455039,4.28,5.29,-0.0041822939,0.0107970742,0.004762812,0.000048998,0.0226528741,0.0057781105,-0.0188517566,-0.0006925661,0.0059058295,-0.0122235736,-0.0033849129,0.0037651826,-0.0066118233,-0.0006182668,-0.0091621538,-0.0028413969,,-0.0003173944,0.0056725532,-0.0005449082,-0.0003738544,2.46,2.45,2.4,0.01,0.06,1.01,2.81,5.21,5.26,5.27,-0.1111111111,0,-0.0071942446,NYA,-1,0.97,-0.6,-0.41,1.64,-0.9,-0.14,-0.65,0.02,-0.98,0.03,-0.02,0.21,2.15,1.87,-0.91,-1.34,0.1,0.03,0.56,0.61,0.59,-0.04,-1.22,-0.86
2013-07-03,9135.089844,-0.4073039043,-0.0010530539,-0.0025262281,0.0060563292,-0.0033749885,0.7479684239,-1.3030926722,-0.5913298849,-0.4719805638,9131.12477286,9176.26990162,9214.23596547,8839.61178027,0.03,0.05,0.08,1.42,2.52,0.0227797291,-0.001996008,4.28,5.32,0.0080189324,-0.0077134701,-0.0042662116,-0.000359301,0.0055198284,0.0010573009,0.0004366812,0.0024257711,-0.0005681629,0.0020624338,0,0.0005516659,-0.0108374879,-0.0117387651,-0.0102961148,0.0037475505,-0.0315324425,0.00299121,-0.0061259642,0.0008240472,0.0016777002,2.49,2.47,2.44,0.02,0.05,1.04,2.8,5.24,5.27,5.29,0,0.0588235294,0.0289855072,NYA,-0.66,1.69,-1.04,1.02,1.65,-0.89,0.37,0.23,-1.08,0.68,-2.16,-1.98,0.45,0.99,-0.78,0.39,2.03,0.32,0.11,-0.42,-0.37,-0.37,1.47,1.91,0.79
2013-07-05,9214.169922,0.3398133313,0.0086567378,-0.0010530539,-0.0025262281,0.0060563292,0.7723490166,2.4255327844,-1.2559805637,-0.5000879507,9146.22389089,9179.87942737,9214.23337553,8843.33872696,0.03,0.04,0.08,1.6,2.73,0.0114795918,-0.0298,4.45,5.5,,,,,-0.0080323171,0.0065134176,0.0144041903,0.012560544,0.0231192344,0.0058806531,0.020621033,0.0097033629,0.0140032274,0.0233711778,-0.0029785249,0.0098389435,0.0351093697,0.0103697398,0.0064840991,0.0102017325,0.0143876282,2.7,2.69,2.65,0.01,0.05,1.05,2.77,5.42,5.46,5.47,0,0.1111111111,0.1267605634,NYA,-0.86,2.07,-1.43,-2.14,1.79,-2.26,0.3,-0.63,-0.47,-2.74,-0.73,-0.06,-0.23,-1.35,2.5,-1.58,-4.07,1.34,0.3,0.73,1.49,1.45,-0.92,-3.58,-2.12
2013-07-08,9266.299805,0.3342457121,0.0056575778,0.0086567378,-0.0010530539,-0.0025262281,1.685664362,2.7472269894,0.0281677699,-0.9525007404,9168.05587527,9188.10993953,9216.27519629,8847.5472949,0.02,0.05,0.07,1.51,2.65,-0.0005820157,0.0185528757,4.36,5.44,,,,,-0.0056777108,0.0164754125,0.0034423408,0.0081938429,0.0131505644,0.0035078341,0.0180651771,0.0074260129,0.0186421882,0.0117010584,0.0208224493,0.0058702118,-0.0130656812,0.0015664271,-0.0243752745,0.0052515463,0.0038392912,2.63,2.6,2.58,0.03,0.05,1.08,2.79,5.37,5.39,5.42,-0.125,-0.075,-0.05625,NYA,0.73,-0.27,1.87,1.01,-0.08,1.92,0.56,0.3,0.89,1.81,0.92,-1.34,0.08,3.43,-1.67,1.19,1.01,0.18,0.51,0.01,-0.33,-0.3,0.38,1.22,1.08
2013-07-09,9341.400391,-0.1022110687,0.0081047006,0.0056575778,0.0086567378,-0.0010530539,1.8927004958,5.0537547565,0.0375967497,-0.1773841526,9199.57305995,9202.70903015,9221.18206667,8852.46125605,0.04,0.04,0.08,1.5,2.65,0.0041735417,0.0163934426,4.37,5.43,-0.0061676961,0.003004482,-0.0025575448,-0.0007021784,0.0175881891,0.0032348085,0.0128645369,0.0032735186,0.0034734551,0.0005824643,-0.0030352789,0.0118156748,0.0051597431,0.0097672903,0.0111952705,0.0049688639,0.0048984251,0.0055755752,0.003667022,0.0072296705,0.0087193342,2.61,2.61,2.57,0,0.04,1.06,2.78,5.35,5.39,5.39,0.1428571429,0,-0.0066225166,NYA,0.49,0.35,0.51,-1.13,0.38,1.17,0.41,-0.69,1.12,0.89,0.24,1.06,0.52,-2.25,2.55,0.67,0.53,0.94,0.61,0.92,0.44,0.46,2.11,1,1.05
2013-07-10,9340.679688,-0.0457475534,-7.71514944048E-05,0.0081047006,0.0056575778,0.0086567378,2.1428755265,3.9093310367,-0.6271544277,0.920527241,9225.2288105,9215.8490928,9225.8682479,8857.3191509,0.03,0.04,0.08,1.54,2.7,0.0285134351,0.0003982477,4.42,5.45,0.0214339208,-0.0257233794,-0.0140550807,0.0007516954,-0.0038356388,0.0027441018,-0.0033869601,0.0040504164,-0.0010930406,0.0101893165,-0.0147541214,-0.005570988,-0.0007883394,-0.0012436624,0.0010834265,-0.0005672873,0.0107117283,0.0047085547,0.0217110136,0.0001815926,0.0023279751,2.67,2.66,2.62,0.01,0.05,1.03,2.75,5.37,5.41,5.42,0,0.027027027,0.0266666667,NYA,-0.05,0.65,-0.07,0.81,2.89,-0.17,0.14,1.53,-0.42,0.12,0.65,-0.86,0.74,0.63,-0.21,-0.23,0.14,0.26,0.18,-1.45,-0.65,-0.64,0.26,0.52,1.14
2013-07-11,9493.259766,0.1445793936,0.0163350081,-7.71514944048E-05,0.0081047006,0.0056575778,3.9208144432,4.698109321,2.5666299253,3.3062996107,9273.9617115,9242.26915691,9236.35418979,8863.64691821,0.02,0.04,0.07,1.4,2.6,-0.0154120853,0.023089172,4.34,5.37,-9.09089112472E-05,0.0049618775,-0.0007609324,0.0001796182,0.015591933,0.0250744615,0.0169923527,0.0048184672,0.0056537842,0.0285302009,-0.0042786071,0.0048480608,0.0074078189,0.0059031364,0.0114448713,0.0110687633,0.0254934652,0.0163430733,0.0323012554,0.0135542503,0.0125047247,2.58,2.56,2.53,0.02,0.05,1.03,2.77,5.3,5.33,5.35,-0.125,-0.1052631579,-0.0909090909,NYA,0.16,-0.72,0.77,2.64,-1.51,1.39,0.98,0.92,0.88,2.62,2.71,3.3,1.96,-1.82,0.28,0.23,4.14,1.14,1.3,-1.19,-1.56,-1.53,0.63,3.97,1.67
2013-07-12,9498.5,-0.1181746432,0.0005519952,0.0163350081,-7.71514944048E-05,0.0081047006,3.0857915624,3.8819736598,5.5861712328,1.7910540564,9314.78685487,9266.67209435,9246.63441764,8869.9638643,0.02,0.04,0.07,1.43,2.61,0.0103082944,-0.0040856031,4.37,5.38,,,,,-0.0018254488,0.0263297867,-0.0075188384,0.0035686407,-0.0030830251,-0.0005604091,0.0176653621,0.0013938566,-0.0035900656,0.0002292386,0.0066149099,0.0002186081,-0.0074733999,0.0060866972,-0.0161626392,0.0030864831,0.0032327047,2.59,2.57,2.54,0.02,0.05,1.01,2.77,5.31,5.34,5.36,0,0.0882352941,0.0214285714,NYA,-1.52,1,-0.37,-0.38,0.99,0.55,-0.16,-0.21,-0.08,-0.18,-0.98,-0.31,0.23,0.86,0,-0.92,-0.82,0.2,0.01,-0.05,0.29,0.29,-0.2,-1.19,-0.03
2013-07-15,9520.950195,-0.1368412047,0.0023635516,0.0005519952,0.0163350081,-7.71514944048E-05,2.7481345883,4.4801232757,5.5708590728,2.7770764464,9352.27109853,9290.88905632,9257.3918991,8876.44134023,0.02,0.04,0.07,1.4,2.57,0.0033065659,0.0039070131,4.33,5.33,,,,,0.0021805186,-0.0031864121,-0.0054714226,0.0045561063,-0.0014553756,0.0140173823,0.0168894437,-0.0016060171,0.0060932402,0.0062950078,0.0026836305,0.0012907122,0.0012234294,0.0020582631,0.0097592881,0.0013748797,0.0065411462,2.55,2.53,2.5,0.02,0.05,1,2.76,5.26,5.29,5.31,0,-0.0810810811,-0.020979021,NYA,0.55,0.26,0.6,-0.32,0.35,0.27,0.31,-0.05,0.53,0.47,0.4,0.6,0.36,0.82,1.02,0.35,-0.91,0.87,0.43,0.19,0.05,0.06,-1.69,0.15,-0.18
2013-07-16,9489,0.1747903324,-0.003355778,0.0023635516,0.0005519952,0.0163350081,1.5800586938,3.5026649683,6.7136657417,1.6182494942,9377.13089879,9309.75676524,9266.47456973,8882.53645127,0.02,0.03,0.07,1.38,2.55,-0.0030131827,0.0052539405,4.3,5.29,0.0025430396,-0.0078641967,-0.005433793,-0.0004243097,0.006457002,0.0009785302,-0.0084637752,0,0.0021861724,0.0027647776,-0.007612411,0.0005362252,-0.0071031275,-0.004509527,-0.0040996413,-0.0020931034,0.0004257701,-0.0024920346,0.0030737637,-0.0037087608,-0.0043612085,2.53,2.52,2.48,0.01,0.05,0.99,2.74,5.22,5.26,5.27,0,0,-0.0142857143,NYA,1.7,0.28,-0.71,1.23,-0.3,-0.22,-0.16,0.77,-0.24,0.55,0.13,-0.92,-0.07,0.08,-0.12,1.1,0.49,-0.45,-0.37,-0.98,-0.67,-0.65,-0.04,0.4,0.78
2013-07-17,9523.790039,0.0232760383,0.0036663546,-0.003355778,0.0023635516,0.0005519952,1.9603536051,4.1452370692,5.9463213536,1.3209047329,9403.79619701,9330.14088655,9276.56537244,8888.91708398,0.02,0.03,0.08,1.33,2.52,0.0048167737,0.0044521874,4.29,5.26,0.004715149,0.0050423556,0.0029774523,4.89795918368E-05,0.0002557229,0.0059308731,0.0046948784,-0.0029867809,0.0047264499,-0.0146125724,0.0113900046,0.0017148553,0.0054504875,0.0023641023,0.0065442746,0.0012082645,0.0027912546,0.003195776,-0.0100681478,0.002774047,0.0036390171,2.5,2.49,2.44,0.01,0.06,0.97,2.74,5.18,5.23,5.24,0.1428571429,-0.0588235294,-0.0362318841,NYA,-0.17,-0.72,0.57,-1.87,0.45,0.51,0.32,-0.28,0.1,-1,0.51,0.82,0.28,-1.31,0,0.2,-2.58,0.36,0.25,0.21,0.24,0.25,-0.6,-3.65,-1.28
2013-07-18,9587.200195,0.0947948907,0.00665808,0.0036663546,-0.003355778,0.0023635516,0.9895487042,4.9491615159,5.7341481051,3.5815766827,9437.14237847,9354.62272545,9288.74713019,8895.86517464,0.01,0.03,0.07,1.35,2.56,0.0145690384,-0.0107920601,4.35,5.31,0.0008067157,0.0086493976,-0.0028725418,0.0009795439,0.0033696497,-0.0148369464,0.0038231944,0.0004438145,0.0199022797,-0.0083940398,0.0206849469,0.0098437621,0.0144033395,0.0095101875,0.009978548,0.0050431731,-0.0012468932,0.0003545787,-0.0105265634,0.0050329648,0.0074242379,2.55,2.53,2.49,0.02,0.06,0.96,2.75,5.24,5.28,5.3,-0.125,0,0.015037594,NYA,-0.74,0.08,1.39,0.1,1.47,0.89,0.27,-0.11,0.92,0.52,0.07,-0.49,-1.03,5.04,1.37,-0.1,-0.17,0.46,0.3,0.37,0.13,0.13,-0.62,0.52,0.71
2013-07-19,9618.5,-0.0433875859,0.0032647493,0.00665808,0.0036663546,-0.003355778,1.2633573722,4.3881335098,5.1943742324,6.9201019111,9470.11649147,9379.75389445,9301.67861528,8903.05557091,0.01,0.03,0.07,1.31,2.5,0.0005558644,0.0097408923,4.3,5.24,,,,,-0.0157726654,0.0036829636,0.0461278056,0.0228457918,-0.0037253682,-0.1139954603,0.0009007206,0.0083704283,-0.000628845,-0.0005576551,-0.0006620453,-0.0003086981,0.0008057644,-0.006554441,-0.0151962577,0.0016100505,0.0001999105,2.49,2.47,2.43,0.02,0.06,0.94,2.74,5.17,5.21,5.23,0,0,-0.0296296296,NYA,0.04,-0.58,-0.33,0.22,0.01,0.14,0.16,0.24,0.03,0.68,-0.32,-0.18,-0.22,-0.6,-1.01,0.39,0.37,0.35,0.54,-0.38,-0.29,-0.24,0.42,0.62,0.88
2013-07-22,9650.580078,-0.1584972961,0.0033352475,0.0032647493,0.00665808,0.0036663546,1.3615225408,4.147073601,5.9026437048,7.0082301156,9502.92805266,9405.54686432,9315.36102558,8910.49362571,0.01,0.04,0.07,1.32,2.5,-0.0128703704,0.0241173066,4.29,5.21,,,,,0.0032003813,-0.0057333812,0.0056635116,0.0005420796,0.0071225249,0.0194266879,0.0040494937,-0.0035725124,0.0037194047,-0.0011311023,-6.13021292281E-05,0.000116418,0.0025315521,0.0035622004,0.0060793549,0.0020330261,0.0027892526,2.49,2.46,2.43,0.03,0.06,0.92,2.71,5.14,5.17,5.2,0,0,0.0076335878,NYA,0.84,0.07,0.72,1.24,-1.06,-0.06,-0.1,0.33,-0.14,3.33,0.29,0.29,0.22,-2.96,0.27,0.47,3.47,0.09,0.04,-0.49,-0.47,-0.48,-0.6,5.43,3.05
2013-07-23,9659.629883,0.1140824647,0.0009377473,0.0033352475,0.0032647493,0.00665808,1.7981861419,3.4066572321,5.3638355462,8.6325760906,9531.41929454,9429.74524705,9328.86176509,8917.94771782,0.02,0.02,0.07,1.33,2.53,0.0048775912,0.0048982668,4.31,5.23,0.0006306446,0.0017418248,-0.0043541364,-0.0005708787,-0.0171706154,-0.0079742089,-0.0060338694,0.001517111,0.0019447843,-0.005935583,-0.0013444096,0.0039016661,-0.0042716183,-0.0038954421,-0.0020200433,0.0014274457,0.0232960531,-0.0058659961,0.0195105527,-0.0018519365,-0.0011487293,2.51,2.51,2.46,0,0.05,0.92,2.7,5.16,5.21,5.21,0,0.03125,0.0075757576,NYA,0.51,0.25,-0.42,0.28,0.3,-0.15,0.14,0.29,-0.18,-0.1,2.05,1.42,-0.71,1.79,0.61,0.34,-1.23,-0.11,-0.12,-0.16,-0.34,-0.34,-0.8,-0.39,0.91
2013-07-24,9605.040039,0.0774954944,-0.0056513391,0.0009377473,0.0033352475,0.0032647493,0.8531267454,2.8302046514,5.0337279407,6.8501777569,9544.80488444,9446.43998914,9339.69228564,8924.78445734,0.02,0.03,0.07,1.4,2.61,-0.01605526,0.0011248594,4.37,5.28,-0.0043174208,0.0095982892,0.0028377065,-0.0002284819,0.0513616303,-0.0070417725,-0.0036421693,-0.0006491777,-0.0007057879,0.0043997172,-0.0058334979,-0.0022058719,0.0101093554,0.0034862219,0.0078034742,-0.0016380027,0.0024416491,9.22193626508E-05,-0.0051602926,-0.003811222,-0.0079547571,2.59,2.58,2.54,0.01,0.05,0.91,2.67,5.21,5.25,5.26,0,0.0303030303,0.0526315789,NYA,-1.43,-1.13,0.99,-0.5,-1.72,0.58,-0.08,-0.17,0.13,-1.15,0.03,0.24,0.73,-1.2,-0.34,-0.8,-1.15,-0.71,-0.27,0.28,0.44,0.43,-0.23,-1.46,-1.99
2013-07-25,9635.05957,-0.004082587,0.0031253936,-0.0056513391,0.0009377473,0.0033352475,0.4992007471,1.4936892858,5.4730685143,6.2619737624,9561.21482727,9464.40375874,9351.2753164,8931.85187139,0.02,0.02,0.06,1.38,2.61,0.000569206,-0.006741573,4.38,5.3,0.0047836044,-0.0117170486,-0.0032173037,-0.0002122103,-0.0045628953,0.014919355,0.0028432168,0.0022737007,-0.0022956207,-0.017834794,-0.0148950346,-0.0002105169,-0.0016983105,-0.0048939494,-0.0095630538,0.0008602439,-0.0030938581,0.0071487994,-0.0059778959,0.0025564724,0.009915502,2.59,2.59,2.55,0,0.04,0.92,2.69,5.24,5.28,5.28,-0.1428571429,-0.0588235294,-0.0142857143,NYA,0.91,0.43,-0.18,0.19,0.09,-0.82,-0.1,0.58,-0.52,0.7,-0.19,0.06,0.07,-1.46,-1.43,1.9,0.66,0.68,0.01,-0.83,-0.42,-0.39,-0.73,0.3,0.93
2013-07-26,9620.129883,-0.1684665162,-0.0015495168,0.0031253936,-0.0056513391,0.0009377473,0.0169452929,1.2805167448,4.4058223848,5.2121997273,9571.92665558,9479.2348182,9361.81863273,8938.70040882,0.02,0.03,0.07,1.36,2.58,-0.0067317721,0.0037707391,4.33,5.25,,,,,0.0056784766,0.0283784317,-0.0016201295,0.0028087069,-0.0079646195,0.0073272382,-0.0032074225,-0.0018953353,0.0032406479,-0.0050394953,-0.0065152958,0.0002069817,0.0031043515,0.0022106938,-0.0051079097,0.000828294,-0.0053786296,2.56,2.55,2.51,0.01,0.05,0.92,2.67,5.18,5.22,5.23,0.1666666667,-0.03125,-0.0144927536,NYA,0.17,-0.45,0.39,-2.48,-0.75,-0.58,0.09,0.02,-0.48,-0.55,-0.14,0.38,0.67,-2.44,-2.69,0.02,-1.9,-0.42,0.15,-0.14,-0.35,-0.38,0.13,-1.23,0.02
2013-07-29,9571.790039,0.0281420458,-0.005024864,-0.0015495168,0.0031253936,-0.0056513391,-0.8164280112,0.5339786782,3.2967877193,5.038024857,9571.90181621,9488.04960113,9370.05280553,8944.99980813,0.01,0.03,0.07,1.37,2.61,-0.0014318442,-0.0009391435,4.37,5.3,,,,,0.0154198413,-0.0189417128,-0.0064908722,0.0040934718,-0.0064228369,-0.0025300442,-0.0059755921,-0.0080177444,0.000017593,0.0008390798,0.0017125859,-0.0023690953,-0.005407579,-0.0038802653,-0.0171787783,-0.0037360375,-0.0074867917,2.6,2.58,2.54,0.02,0.06,0.93,2.69,5.23,5.27,5.29,0,0.064516129,0.0073529412,NYA,-0.62,0.26,-0.08,0.23,-0.14,0.05,-0.1,-0.13,-0.01,0.51,-0.08,-0.46,-0.16,-2.7,-3.75,-0.64,-0.19,-0.57,-0.24,0.31,0,0,0.29,-0.75,-0.47
2013-07-30,9556.169922,0.1689866644,-0.0016318909,-0.005024864,-0.0015495168,0.0031253936,-1.0710551259,0.7078714512,2.2991149294,4.2353307848,9569.0414718,9494.53725074,9377.35151598,8951.08110279,0.03,0.04,0.07,1.39,2.63,-0.0140521939,-0.0042113179,4.4,5.31,-0.0064934303,-0.0002753894,0.0038199181,-0.0001306656,0.0123495543,-0.0120548903,-0.0004083299,-0.0004291492,-0.0064643025,0.0098287568,0.0002311676,-0.0023396895,0.004459712,0.0016310527,0.0014516544,-8.88987044989E-05,0.0047510221,0.004815061,0.0069614396,0.000373817,0.0027386235,2.6,2.59,2.56,0.01,0.04,0.91,2.68,5.24,5.27,5.28,0,0,0.0145985401,NYA,-1.56,-0.5,0.48,-2.41,-1.41,0.28,0.06,0.01,0.25,-0.33,0.38,0.67,0.65,-0.78,2.13,-0.6,-0.95,0.31,0.13,-0.17,0.2,0.21,0.75,-0.5,-0.02
2013-07-31,9558.830078,0.1586674416,0.0002783705,-0.0016318909,-0.005024864,-0.0015495168,-0.4811011803,0.3679211622,2.3354873231,4.5284094359,9567.18485475,9500.66037714,9384.46832233,8957.12835628,0.03,0.04,0.08,1.38,2.6,0.0190032965,-0.007287694,4.38,5.28,-0.0044003296,-0.0018670319,-0.0016697084,-0.0004573893,-0.0017427578,-0.0039350649,-0.0044934232,0.0035419342,0.0072293148,-0.0003139717,0.0055478967,-0.0006395694,0.0015250636,0.0076244252,0.0005984989,-0.0013562503,-0.0032021913,0.0027375164,0.0018768166,-0.0001364095,0.0016770323,2.57,2.56,2.52,0.01,0.05,0.9,2.68,5.2,5.24,5.25,0.1428571429,-0.0606060606,-0.0071942446,NYA,-0.88,0.74,0.05,2.56,1.89,-0.34,-0.39,0.29,0.62,-0.88,0.02,-0.38,-0.08,0.41,-2.09,-0.03,-0.25,-0.07,-0.25,-0.37,-0.46,-0.46,1.16,0.51,-0.32
2013-08-01,9673.400391,-0.0187711669,0.0119858091,0.0002783705,-0.0016318909,-0.005024864,0.3979302953,0.8991175134,1.8975634233,5.8927778073,9586.49677043,9517.11180703,9395.79899169,8964.2554412,0.02,0.04,0.08,1.49,2.74,0.0269267364,0.0003803728,4.51,5.4,-0.0035986892,0.0162214999,0.006126021,0.0002614849,0.0091706608,0.014441292,0.0102585141,0.0028876684,0.01453438,-0.005339196,0.0174712184,-0.010879968,0.0125329138,0.0091978525,0.0162833778,0.0082892455,0.0093736105,0.0136141297,0.0176888783,0.0125405701,0.0139869457,2.72,2.7,2.66,0.02,0.06,0.89,2.66,5.32,5.36,5.38,0,0.1290322581,0.0797101449,NYA,-0.63,1.71,1.25,1.44,2.72,1.8,0.76,-0.71,0.94,-0.11,1.22,0.52,0.96,-1.71,3.31,-1.19,-0.01,1.32,1.18,1.17,1.09,1.09,-0.68,-1.16,-1.07
2013-08-02,9690.070313,-0.1691420519,0.0017232743,0.0119858091,0.0002783705,-0.0016318909,0.7270216811,0.74409017,2.0168480602,5.1648753499,9605.32832363,9533.5840457,9407.33904351,8971.47747973,0.02,0.04,0.07,1.36,2.63,-0.0091726119,-0.0043726236,4.42,5.31,,,,,0.0128317447,-0.004450751,0.0032493906,0.0066119443,-0.000884312,0.0069466056,0.0051966564,-0.0084115817,0.0007222649,-0.0051032772,-0.0004506195,0.0019414374,0.0046259503,0.0037679754,0.0001729623,0.0016404583,-1.88889307332E-05,2.61,2.59,2.56,0.02,0.05,0.89,2.68,5.24,5.27,5.29,-0.125,-0.1428571429,-0.0872483221,NYA,-0.26,-0.54,0.1,0.19,-0.88,0.08,0.26,0.58,-0.31,-0.03,0.48,0.26,0.75,-1.18,3.06,-0.71,1.24,0.11,0.22,-0.82,-0.55,-0.52,0.17,1.63,0.23
2013-08-05,9671.599609,-0.1936250052,-0.0019061476,0.0017232743,0.0119858091,0.0002783705,1.0427471726,0.2178058814,1.5822938984,4.3739120526,9617.37764824,9546.72838506,9417.70220294,8978.44386907,0.03,0.05,0.08,1.39,2.67,-0.0030858425,-0.0034370823,4.46,5.37,,,,,0.0149392662,-0.010584797,-0.0072874896,-0.0062506198,-0.0069039474,-0.005957918,-0.003371589,-0.0039151823,0.0010678307,-0.004256954,-0.0010182714,-0.0029524464,0.0013987249,0.0009106331,0.0103788319,-0.0014798347,0.0029721143,2.64,2.62,2.59,0.02,0.05,0.91,2.7,5.29,5.32,5.34,0.1428571429,0.0666666667,0.0220588235,NYA,0.33,-0.23,0.11,-0.09,-0.36,-0.05,-0.23,-0.19,-0.48,-0.61,-1.22,-0.52,0,-0.84,-1.73,-0.13,-0.68,0.36,-0.09,-0.22,-0.05,-0.04,-2.27,-1.05,-0.61
